,count
1042,5944
1043,5936
1044,5893
1045,6325
1046,6223
1047,6255
1048,6038
1049,5613
1050,6686
1051,6514
1052,6094
1053,6072
1054,6389
1055,5946
1056,5933
1057,5956
1058,6124
1059,6475
1060,5911
1061,6307
1062,5770
1063,6115
1064,5790
1065,5590
1066,5954
1067,6256
1068,5943
1069,6125
1070,5535
1071,5839
1072,5249
1073,5494
1074,5761
1075,5600
1076,5508
1077,5365
1078,4967
1079,5488
1080,5704
1081,5752
1082,5791
1083,6557
1084,6018
1085,5892
1086,5625
1087,6069
1088,5833
1089,5329
1090,5417
1091,5238
1092,5888
1093,5002
1094,4965
1095,5213
1096,6021
1097,5743
1098,5355
1099,5608
1100,5207
1101,5961
1102,5730
1103,5647
1104,5641
1105,5190
1106,5302
1107,4856
1108,4731
1109,4645
1110,5728
1111,5126
1112,4981
1113,5465
1114,5828
1115,5522
1116,5891
1117,5293
1118,5483
1119,5412
1120,5247
1121,4741
1122,5502
1123,4950
1124,4701
1125,5152
1126,5401
1127,4991
1128,5014
1129,5239
1130,5616
1131,5628
1132,5223
1133,5012
1134,5084
1135,4718
1136,4512
1137,4917
1138,4872
1139,5117
1140,5127
1141,6034
1142,5497
1143,4782
1144,5176
1145,5634
1146,4933
1147,4934
1148,4781
1149,4546
1150,5434
1151,5306
1152,5118
1153,4713
1154,4510
1155,4971
1156,5026
1157,5253
1158,5110
1159,4816
1160,4777
1161,4849
1162,4437
1163,5082
1164,4269
1165,4939
1166,4873
1167,4592
1168,4837
1169,4536
1170,5373
1171,4933
1172,5349
1173,5394
1174,4645
1175,5249
1176,5768
1177,4884
1178,4540
1179,4391
1180,4243
1181,4389
1182,4611
1183,4738
1184,4365
1185,4835
1186,4953
1187,4859
1188,4626
1189,5126
1190,4703
1191,4171
1192,4278
1193,4559
1194,4765
1195,4628
1196,4666
1197,4055
1198,4515
1199,4418
1200,4606
1201,4527
1202,4556
1203,5128
1204,4098
1205,4252
1206,4478
1207,4991
1208,4907
1209,4160
1210,4346
1211,4873
1212,4804
1213,4401
1214,3932
1215,4902
1216,4653
1217,4837
1218,4005
1219,4619
1220,3949
1221,4224
1222,4251
1223,4243
1224,4475
1225,4018
1226,3713
1227,3615
1228,3782
1229,4194
1230,4232
1231,4334
1232,4737
1233,4434
1234,4458
1235,3936
1236,4487
1237,4053
1238,3661
1239,4202
1240,3960
1241,4032
1242,3635
1243,3717
1244,3904
1245,4242
1246,4423
1247,4262
1248,3606
1249,4329
1250,3633
1251,3867
1252,3923
1253,3335
1254,3143
1255,3542
1256,3193
1257,3457
1258,3389
1259,3248
1260,4223
1261,4463
1262,4473
1263,4010
1264,3819
1265,4293
1266,3831
1267,3887
1268,4023
1269,3442
1270,3792
1271,3480
1272,3487
1273,3857
1274,3783
1275,3829
1276,3629
1277,3405
1278,3812
1279,3772
1280,3699
1281,3313
1282,3817
1283,2872
1284,3519
1285,3503
1286,3323
1287,3527
1288,3110
1289,3168
1290,3748
1291,3905
1292,4166
1293,3480
1294,3623
1295,3365
1296,3412
1297,3380
1298,2983
1299,3028
1300,2938
1301,3559
1302,3718
1303,3324
1304,3043
1305,3013
1306,3196
1307,4173
1308,3790
1309,4086
1310,3203
1311,3453
1312,3392
1313,3269
1314,2432
1315,3408
1316,2658
1317,3018
1318,2703
1319,2689
1320,2922
1321,3585
1322,3463
1323,3152
1324,3020
1325,2681
1326,3065
1327,2657
1328,3287
1329,3351
1330,3436
1331,2864
1332,3377
1333,3332
1334,2661
1335,3154
1336,3458
1337,3234
1338,2942
1339,2830
1340,2542
1341,3121
1342,3257
1343,2843
1344,2284
1345,2901
1346,2291
1347,2383
1348,3071
1349,2974
1350,2686
1351,2963
1352,3579
1353,2844
1354,3223
1355,2916
1356,3151
1357,2293
1358,2086
1359,2356
1360,2170
1361,3484
1362,3631
1363,2593
1364,2961
1365,3411
1366,3101
1367,3128
1368,3655
1369,3099
1370,2854
1371,3469
1372,2259
1373,2669
1374,2167
1375,2882
1376,2756
1377,2859
1378,2372
1379,3248
1380,3089
1381,3394
1382,4163
1383,4275
1384,3207
1385,3268
1386,2733
1387,2810
1388,3124
1389,2592
1390,3295
1391,3350
1392,2753
1393,3028
1394,2505
1395,2569
1396,3290
1397,3029
1398,3015
1399,2826
1400,3149
1401,3470
1402,2960
1403,2582
1404,2856
1405,2952
1406,2786
1407,3247
1408,2691
1409,2836
1410,3117
1411,3246
1412,3317
1413,3611
1414,2936
1415,3518
1416,2603
1417,3348
1418,3196
1419,3244
1420,2578
1421,3161
1422,2770
1423,3077
1424,3237
1425,3129
1426,3366
1427,3040
1428,2880
1429,3245
1430,3133
1431,3493
1432,2865
1433,3238
1434,2184
1435,2197
1436,2653
1437,2289
1438,2076
1439,2524
1440,3403
1441,3604
1442,3402
1443,2572
1444,3184
1445,3270
1446,3329
1447,3315
1448,3089
1449,3068
1450,3080
1451,3329
1452,2326
1453,2563
1454,3393
1455,2857
1456,3421
1457,2593
1458,2552
1459,2499
1460,3527
1461,3050
1462,2981
1463,3028
1464,2520
1465,2629
1466,3022
1467,2818
1468,3415
1469,3131
1470,3096
1471,2779
1472,3010
1473,3569
1474,3093
1475,2973
1476,2726
1477,2910
1478,3560
1479,3354
1480,2891
1481,3088
1482,3205
1483,3422
1484,2706
1485,3084
1486,3989
1487,3096
1488,3504
1489,3728
1490,3260
1491,2956
1492,2772
1493,2964
1494,3369
1495,3050
1496,3774
1497,3808
1498,3294
1499,3246
1500,3962
1501,4430
1502,3795
1503,3662
1504,3978
1505,3562
1506,3937
1507,3397
1508,3397
1509,3413
1510,4109
1511,4162
1512,3831
1513,3466
1514,4261
1515,4508
1516,4547
1517,4673
1518,4189
1519,4120
1520,4225
1521,4080
1522,4039
1523,4331
1524,3696
1525,3782
1526,3648
1527,4305
1528,3765
1529,3982
1530,4659
1531,4371
1532,4943
1533,4719
1534,4845
1535,5276
1536,5027
1537,4942
1538,5230
1539,5515
1540,5157
1541,5356
1542,4859
1543,4224
1544,4531
1545,4490
1546,4856
1547,4103
1548,3862
1549,4216
1550,4069
1551,5084
1552,3968
1553,4840
1554,4385
1555,4856
1556,4446
1557,4695
1558,4825
1559,4210
1560,11023
1561,12181
1562,11597
1563,12583
1564,12018
1565,11800
1566,11984
1567,12704
1568,12046
1569,11492
1570,11597
1571,11960
1572,12002
1573,11116
1574,11684
1575,11437
1576,12416
1577,11965
1578,11679
1579,11458
1580,11396
1581,10936
1582,12184
1583,10924
1584,11618
1585,11341
1586,11444
1587,11101
1588,11547
1589,11948
1590,11879
1591,12619
1592,12075
1593,12085
1594,11580
1595,11852
1596,12165
1597,11800
1598,11942
1599,12420
1600,11658
1601,11844
1602,12173
1603,11574
1604,12533
1605,12809
1606,13314
1607,13000
1608,12435
1609,12294
1610,12395
1611,12400
1612,12594
1613,12750
1614,12043
1615,11728
1616,12462
1617,12501
1618,12609
1619,11840
1620,6471
1621,6240
1622,6546
1623,6815
1624,6768
1625,7077
1626,6302
1627,6579
1628,6794
1629,6541
1630,6660
1631,6441
1632,6537
1633,6263
1634,6119
1635,6889
1636,7068
1637,7338
1638,6897
1639,6260
1640,7032
1641,6598
1642,6759
1643,6488
1644,6012
1645,6284
1646,6280
1647,5946
1648,6628
1649,6649
1650,6794
1651,7108
1652,6775
1653,6950
1654,6156
1655,6654
1656,6735
1657,6270
1658,6381
1659,6259
1660,6114
1661,6475
1662,6191
1663,6556
1664,6402
1665,6290
1666,7059
1667,7093
1668,6778
1669,6589
1670,6858
1671,6713
1672,6397
1673,6660
1674,6593
1675,7240
1676,6531
1677,6955
1678,7156
1679,6357
1680,6915
1681,7740
1682,7444
1683,7373
1684,7604
1685,7179
1686,7589
1687,7029
1688,6992
1689,6733
1690,7496
1691,7448
1692,7405
1693,6871
1694,6910
1695,7164
1696,6439
1697,6346
1698,6655
1699,7074
1700,6846
1701,6853
1702,7333
1703,6746
1704,6409
1705,7004
1706,6780
1707,7087
1708,7499
1709,6718
1710,6890
1711,7520
1712,7458
1713,7137
1714,7495
1715,7277
1716,7078
1717,6894
1718,6465
1719,7283
1720,7560
1721,6576
1722,7209
1723,6875
1724,7416
1725,7498
1726,7521
1727,7305
1728,7623
1729,6772
1730,7450
1731,7286
1732,7811
1733,6964
1734,7525
1735,7424
1736,6940
1737,6954
1738,7177
1739,6640
1740,7483
1741,8014
1742,7613
1743,7813
1744,7089
1745,8013
1746,7069
1747,7130
1748,7834
1749,7639
1750,7244
1751,7683
1752,7925
1753,7202
1754,7295
1755,7638
1756,7969
1757,7521
1758,7443
1759,7133
1760,8044
1761,7564
1762,7577
1763,7247
1764,7229
1765,7732
1766,7253
1767,8026
1768,7987
1769,6802
1770,7992
1771,8211
1772,8357
1773,7276
1774,7511
1775,7370
1776,8240
1777,7460
1778,7362
1779,7810
1780,7596
1781,7403
1782,7837
1783,7521
1784,8142
1785,7388
1786,7474
1787,8382
1788,8079
1789,7836
1790,7887
1791,8148
1792,7893
1793,7842
1794,8356
1795,8165
1796,8397
1797,7927
1798,7609
1799,7690
1800,7751
1801,8469
1802,8134
1803,7842
1804,8494
1805,7637
1806,8159
1807,7839
1808,7711
1809,7599
1810,8148
1811,7991
1812,7475
1813,7671
1814,7955
1815,7452
1816,8423
1817,8195
1818,8625
1819,8258
1820,8391
1821,8213
1822,8747
1823,8701
1824,8737
1825,8505
1826,7994
1827,7926
1828,8840
1829,8764
1830,8331
1831,8710
1832,9193
1833,8946
1834,8188
1835,8323
1836,8178
1837,9008
1838,8080
1839,8767
1840,8593
1841,9045
1842,8890
1843,8460
1844,7856
1845,8696
1846,8583
1847,9074
1848,8700
1849,8313
1850,9298
1851,8317
1852,8297
1853,8880
1854,8870
1855,8847
1856,8600
1857,8514
1858,9035
1859,8759
1860,8928
1861,9318
1862,9876
1863,9565
1864,8690
1865,9370
1866,9276
1867,8529
1868,8649
1869,8682
1870,9041
1871,8506
1872,9145
1873,8641
1874,8577
1875,8994
1876,8742
1877,8569
1878,8489
1879,9264
1880,9080
1881,8878
1882,8798
1883,8942
1884,9490
1885,8853
1886,8933
1887,9160
1888,9284
1889,9094
1890,9316
1891,9246
1892,9808
1893,9003
1894,9638
1895,9207
1896,8911
1897,8854
1898,9590
1899,9242
1900,9890
1901,9247
1902,9716
1903,9832
1904,8954
1905,9183
1906,9670
1907,9781
1908,10235
1909,9708
1910,10307
1911,9222
1912,9877
1913,9323
1914,9985
1915,10590
1916,9484
1917,9485
1918,9577
1919,9385
1920,10183
1921,10080
1922,10182
1923,10801
1924,10051
1925,10748
1926,10232
1927,9654
1928,9803
1929,9864
1930,10310
1931,10031
1932,10127
1933,9271
1934,9890
1935,9617
1936,10622
1937,10283
1938,10373
1939,10542
1940,10196
1941,10706
1942,10548
1943,10708
1944,10577
1945,10176
1946,10380
1947,10450
1948,10037
1949,10044
1950,10590
1951,10541
1952,10487
1953,10439
1954,10579
1955,11058
1956,11105
1957,10968
1958,10625
1959,10211
1960,10344
1961,10775
1962,10193
1963,10873
1964,10171
1965,10070
1966,11248
1967,11285
1968,11344
1969,10726
1970,11317
1971,10260
1972,10400
1973,10822
1974,10871
1975,11178
1976,11008
1977,10417
1978,10972
1979,10348
1980,10637
1981,10966
1982,11289
1983,11753
1984,11342
1985,10735
1986,10739
1987,10992
1988,11218
1989,10237
1990,10855
1991,10884
1992,11235
1993,11123
1994,10994
1995,10377
1996,11608
1997,11568
1998,10604
1999,10787
2000,11331
2001,10345
2002,10580
2003,11091
2004,11176
2005,10458
2006,10767
2007,10728
2008,10544
2009,11054
2010,10624
2011,11100
2012,11768
2013,10897
2014,10823
2015,11767
2016,10884
2017,11311
2018,10898
2019,11133
2020,11303
2021,11311
2022,10970
2023,10854
2024,11237
2025,10525
2026,12049
2027,11598
2028,11706
2029,11645
2030,11125
2031,11063
2032,11224
2033,11212
2034,10795
2035,10964
2036,11487
2037,10969
2038,11465
2039,11652
2040,11954
2041,12066
2042,12289
2043,11969
2044,11847
2045,11590
2046,12146
2047,12348
2048,12000
2049,11421
2050,12205
2051,11607
2052,11411
2053,11415
2054,10776
2055,10857
2056,11782
2057,11870
2058,11149
2059,10896
2060,11875
2061,11886
2062,11516
2063,11450
2064,11725
2065,11762
2066,12004
2067,11358
2068,12026
2069,11896
2070,11777
2071,12165
2072,12091
2073,12010
2074,11303
2075,12040
2076,11916
2077,12176
2078,11852
2079,11934
2080,11642
2081,11513
2082,12328
2083,11445
2084,12370
2085,12047
2086,12133
2087,11789
2088,11800
2089,11405
2090,12554
2091,11773
2092,11525
2093,12278
2094,12047
2095,11792
2096,11728
2097,12015
2098,11750
2099,11396
2100,12505
2101,13293
2102,13107
2103,12786
2104,13173
2105,12416
2106,12569
2107,12166
2108,12497
2109,12347
2110,12997
2111,12812
2112,11930
2113,12072
2114,12726
2115,12363
2116,12174
2117,12684
2118,12250
2119,12321
2120,12814
2121,12817
2122,12187
2123,12534
2124,11544
2125,12104
2126,11655
2127,11808
2128,12353
2129,12165
2130,12925
2131,13450
2132,12804
2133,12730
2134,12513
2135,13081
2136,12565
2137,12668
2138,12802
2139,12096
2140,12351
2141,12496
2142,12125
2143,11967
2144,11566
2145,11928
2146,13066
2147,13137
2148,12739
2149,12613
2150,12214
2151,12384
2152,12427
2153,11943
2154,11972
2155,12207
2156,12328
2157,12689
2158,12519
2159,12117
2160,12849
2161,13446
2162,13063
2163,12712
2164,12772
2165,8139
2166,5622
2167,4522
2168,4066
2169,4675
2170,4384
2171,3972
2172,4235
2173,3658
2174,4094
2175,3282
2176,3837
2177,3142
2178,3782
2179,3703
2180,3040
2181,3629
2182,2830
2183,2938
2184,3265
2185,3693
2186,2970
2187,3309
2188,3189
2189,2864
2190,3381
2191,3493
2192,2834
2193,3169
2194,3065
2195,3349
2196,2835
2197,3661
2198,2955
2199,2872
2200,2703
2201,3045
2202,1610
2203,3288
2204,4005
2205,3221
2206,3633
2207,4161
2208,3550
2209,4343
2210,8234
2211,9569
2212,9857
2213,9200
2214,8122
2215,8695
2216,8099
2217,7942
2218,8379
2219,7676
2220,9259
2221,7089
2222,6471
2223,5351
2224,5563
2225,5908
2226,6067
2227,5166
2228,5196
2229,5386
2230,5327
2231,4915
2232,5433
2233,4865
2234,5060
2235,4337
2236,4834
2237,5110
2238,4855
2239,5313
2240,4921
2241,4634
2242,4970
2243,4456
2244,5684
2245,4714
2246,5493
2247,5762
2248,5830
2249,5124
2250,5724
2251,5363
2252,5439
2253,5029
2254,5777
2255,5454
2256,5793
2257,4965
2258,5658
2259,4858
2260,5217
2261,5186
2262,4811
2263,4871
2264,5647
2265,5465
2266,5481
2267,5126
2268,5505
2269,5670
2270,5544
2271,5328
2272,5227
2273,5862
2274,5252
2275,5229
2276,5118
2277,5366
2278,5330
2279,4964
2280,5787
2281,7162
2282,7256
2283,8460
2284,11075
2285,13038
2286,11353
2287,12070
2288,12225
2289,12017
2290,11190
2291,11220
2292,11119
2293,10826
2294,10774
2295,11006
2296,10269
2297,10805
2298,10714
2299,10223
2300,9721
2301,9480
2302,10305
2303,10345
2304,11456
2305,11186
2306,12086
2307,12729
2308,12947
2309,12408
2310,12261
2311,13720
2312,14140
2313,13133
2314,11575
2315,11835
2316,11385
2317,12195
2318,11694
2319,13068
2320,12261
2321,11750
2322,11588
2323,11735
2324,11268
2325,11146
2326,11423
2327,11780
2328,10131
2329,10803
2330,10932
2331,10510
2332,11969
2333,11791
2334,12275
2335,11851
2336,11693
2337,12118
2338,11406
2339,11419
2340,11559
2341,12474
2342,12406
2343,12159
2344,11639
2345,11663
2346,12098
2347,11564
2348,11715
2349,11019
2350,11788
2351,11344
2352,11414
2353,11323
2354,10849
2355,11177
2356,11772
2357,11708
2358,11362
2359,10912
2360,11922
2361,10688
2362,11108
2363,11288
2364,10446
2365,10389
2366,10831
2367,10061
2368,10569
2369,11176
2370,11097
2371,11015
2372,11418
2373,10983
2374,10512
2375,10421
2376,10577
2377,10552
2378,10300
2379,10516
2380,10044
2381,10265
2382,10572
2383,10358
2384,10083
2385,10500
2386,10630
2387,10495
2388,9938
2389,10792
2390,10708
2391,10007
2392,10176
2393,10405
2394,9967
2395,9434
2396,9996
2397,9445
2398,10168
2399,9705
2400,10387
2401,10884
2402,11001
2403,11206
2404,10341
2405,10141
2406,10295
2407,9945
2408,10469
2409,10000
2410,10159
2411,9691
2412,9921
2413,10152
2414,9861
2415,9622
2416,9440
2417,10062
2418,9624
2419,9551
2420,10015
2421,9421
2422,9902
2423,9349
2424,9541
2425,9905
2426,9695
2427,9411
2428,10053
2429,9502
2430,9976
2431,9932
2432,10324
2433,9929
2434,9060
2435,10243
2436,10470
2437,9086
2438,10174
2439,9906
2440,9673
2441,9806
2442,9286
2443,9624
2444,9452
2445,10069
2446,10020
2447,9578
2448,9775
2449,9651
2450,9203
2451,9432
2452,10039
2453,9456
2454,9586
2455,9683
2456,9841
2457,9409
2458,9240
2459,9151
2460,10001
2461,10260
2462,10855
2463,10464
2464,10368
2465,10238
2466,10840
2467,10340
2468,10494
2469,10391
2470,10054
2471,10853
2472,10501
2473,9730
2474,10507
2475,10017
2476,10344
2477,10706
2478,10241
2479,10182
2480,10606
2481,10389
2482,10156
2483,10918
2484,10101
2485,10746
2486,9984
2487,10649
2488,9556
2489,9598
2490,10654
2491,10401
2492,10680
2493,10465
2494,10476
2495,10707
2496,10194
2497,10588
2498,10492
