,count
1772,99
1773,105
1774,121
1775,108
1776,122
1777,78
1778,102
1779,92
1780,104
1781,88
1782,100
1783,87
1784,94
1785,104
1786,116
1787,104
1788,110
1789,112
1790,91
1791,83
1792,82
1793,125
1794,96
1795,99
1796,87
1797,71
1798,97
1799,91
1800,95
1801,87
1802,87
1803,102
1804,115
1805,89
1806,112
1807,94
1808,86
1809,104
1810,107
1811,128
1812,100
1813,98
1814,105
1815,110
1816,94
1817,116
1818,112
1819,118
1820,109
1821,149
1822,131
1823,94
1824,78
1825,107
1826,107
1827,85
1828,95
1829,132
1830,105
1831,104
1832,118
1833,120
1834,102
1835,98
1836,92
1837,69
1838,114
1839,91
1840,114
1841,99
1842,104
1843,117
1844,109
1845,102
1846,80
1847,95
1848,95
1849,123
1850,113
1851,114
1852,146
1853,113
1854,94
1855,100
1856,111
1857,119
1858,94
1859,102
1860,98
1861,141
1862,114
1863,98
1864,76
1865,126
1866,97
1867,108
1868,102
1869,98
1870,96
1871,100
1872,103
1873,104
1874,92
1875,100
1876,77
1877,89
1878,109
1879,114
1880,87
1881,102
1882,95
1883,98
1884,104
1885,95
1886,98
1887,101
1888,89
1889,111
1890,101
1891,117
1892,111
1893,111
1894,88
1895,133
1896,86
1897,141
1898,111
1899,115
1900,109
1901,120
1902,120
1903,148
1904,129
1905,102
1906,129
1907,121
1908,100
1909,134
1910,107
1911,114
1912,139
1913,113
1914,135
1915,146
1916,153
1917,115
1918,93
1919,107
1920,139
1921,121
1922,142
1923,121
1924,154
1925,175
1926,135
1927,120
1928,125
1929,141
1930,110
1931,140
1932,111
1933,123
1934,129
1935,138
1936,122
1937,136
1938,163
1939,144
1940,147
1941,127
1942,150
1943,167
1944,150
1945,162
1946,164
1947,161
1948,169
1949,141
1950,120
1951,152
1952,159
1953,140
1954,146
1955,153
1956,160
1957,157
1958,149
1959,146
1960,133
1961,127
1962,150
1963,136
1964,153
1965,168
1966,160
1967,169
1968,153
1969,182
1970,131
1971,146
1972,153
1973,133
1974,130
1975,139
1976,140
1977,123
1978,142
1979,153
1980,155
1981,148
1982,151
1983,161
1984,149
1985,139
1986,166
1987,117
1988,145
1989,146
1990,154
1991,135
1992,140
1993,152
1994,153
1995,149
1996,145
1997,128
1998,142
1999,113
2000,145
2001,127
2002,149
2003,132
2004,128
2005,133
2006,142
2007,118
2008,91
2009,145
2010,105
2011,161
2012,147
2013,144
2014,133
2015,132
2016,130
2017,156
2018,149
2019,123
2020,131
2021,133
2022,120
2023,141
2024,164
2025,118
2026,140
2027,144
2028,148
2029,141
2030,125
2031,130
2032,140
2033,141
2034,119
2035,123
2036,133
2037,156
2038,115
2039,155
2040,154
2041,125
2042,162
2043,124
2044,134
2045,180
2046,140
2047,129
2048,125
2049,127
2050,137
2051,130
2052,139
2053,130
2054,115
2055,131
2056,129
2057,158
2058,126
2059,134
2060,129
2061,133
2062,150
2063,122
2064,158
2065,117
2066,136
2067,140
2068,138
2069,158
2070,151
2071,138
2072,115
2073,151
2074,154
2075,143
2076,145
2077,125
2078,138
2079,137
2080,145
2081,147
2082,135
2083,131
2084,168
2085,160
2086,113
2087,137
2088,135
2089,148
2090,149
2091,130
2092,147
2093,118
2094,143
2095,141
2096,133
2097,120
2098,133
2099,159
2100,134
2101,131
2102,145
2103,122
2104,132
2105,135
2106,132
2107,141
2108,136
2109,128
2110,139
2111,140
2112,118
2113,145
2114,118
2115,129
2116,120
2117,125
2118,108
2119,118
2120,130
2121,144
2122,134
2123,121
2124,136
2125,148
2126,104
2127,126
2128,116
2129,136
2130,119
2131,104
2132,139
2133,122
2134,122
2135,100
2136,107
2137,103
2138,135
2139,130
2140,122
2141,131
2142,121
2143,118
2144,114
2145,130
2146,98
2147,143
2148,119
2149,124
2150,122
2151,108
2152,93
2153,109
2154,89
2155,108
2156,96
2157,103
2158,117
2159,105
2160,86
2161,116
2162,90
2163,107
2164,112
2165,97
2166,111
2167,122
2168,90
2169,90
2170,96
2171,104
2172,109
2173,122
2174,104
2175,111
2176,145
2177,112
2178,107
2179,98
2180,133
2181,124
2182,123
2183,115
2184,137
2185,119
2186,131
2187,123
2188,106
2189,151
2190,120
2191,116
2192,113
2193,121
2194,116
2195,142
2196,143
2197,124
2198,116
2199,89
2200,126
2201,119
2202,97
2203,119
2204,95
2205,87
2206,143
2207,93
2208,96
2209,104
2210,76
2211,120
2212,101
2213,122
2214,97
2215,128
2216,117
2217,131
2218,107
2219,94
2220,97
2221,110
2222,94
2223,97
2224,122
2225,106
2226,118
2227,123
2228,126
2229,118
2230,137
2231,108
2232,107
2233,124
2234,104
2235,115
2236,85
2237,99
2238,85
2239,115
2240,103
2241,95
2242,99
2243,106
2244,117
2245,98
2246,92
2247,83
2248,106
2249,100
2250,93
2251,125
2252,91
2253,104
2254,106
2255,94
2256,104
2257,84
2258,80
2259,113
2260,100
2261,99
2262,119
2263,131
2264,96
2265,132
2266,121
2267,128
2268,114
2269,96
2270,113
2271,84
2272,103
2273,145
2274,113
2275,104
2276,115
2277,91
2278,104
2279,111
2280,121
2281,113
2282,121
2283,98
2284,125
2285,88
2286,108
2287,92
2288,111
2289,111
2290,123
2291,82
2292,102
2293,99
2294,110
2295,134
2296,91
2297,104
2298,116
2299,87
2300,110
2301,114
2302,117
2303,129
2304,122
2305,115
2306,114
2307,90
2308,91
2309,137
2310,86
2311,131
2312,108
2313,126
2314,117
2315,130
2316,97
2317,113
2318,86
2319,91
2320,106
2321,98
2322,100
2323,126
2324,110
2325,119
2326,133
2327,127
2328,113
2329,134
2330,100
2331,118
2332,127
2333,121
2334,141
2335,95
2336,60
2337,102
2338,97
2339,109
2340,115
2341,146
2342,105
2343,119
2344,127
2345,148
2346,115
2347,98
2348,100
2349,130
2350,112
2351,106
2352,101
2353,120
2354,120
2355,95
2356,115
2357,133
2358,135
2359,93
2360,105
2361,95
2362,108
2363,101
2364,124
2365,108
2366,98
2367,116
2368,120
2369,114
2370,110
2371,100
2372,136
2373,79
2374,121
2375,116
2376,136
2377,112
2378,127
2379,110
2380,112
2381,94
2382,129
2383,126
2384,102
2385,112
2386,129
2387,88
2388,107
2389,134
2390,116
2391,98
2392,113
2393,65
2394,94
2395,92
2396,102
2397,89
2398,128
2399,122
2400,100
2401,131
2402,110
2403,125
2404,129
2405,114
2406,122
2407,84
2408,93
2409,88
2410,120
2411,101
2412,123
2413,142
2414,144
2415,106
2416,84
2417,101
2418,106
2419,105
2420,106
2421,109
2422,117
2423,117
2424,120
2425,102
2426,113
2427,108
2428,97
2429,111
2430,122
2431,103
2432,124
2433,119
2434,121
2435,104
2436,133
2437,110
2438,112
2439,138
2440,115
2441,116
2442,114
2443,109
2444,98
2445,102
2446,137
2447,126
2448,131
2449,106
2450,88
2451,117
2452,123
2453,110
2454,116
2455,95
2456,101
2457,126
2458,101
2459,128
2460,108
2461,107
2462,82
2463,82
2464,110
2465,97
2466,98
2467,124
2468,131
2469,103
2470,102
2471,115
2472,121
2473,109
2474,111
2475,108
2476,114
2477,91
2478,86
2479,97
2480,103
2481,101
2482,129
2483,138
2484,122
2485,111
2486,102
2487,111
2488,97
2489,99
2490,122
2491,102
2492,115
2493,93
2494,107
2495,100
2496,110
2497,113
2498,135
2499,122
2500,112
2501,104
2502,106
2503,88
2504,128
2505,139
2506,94
2507,116
2508,106
2509,107
2510,94
2511,102
2512,88
2513,109
2514,84
2515,132
2516,101
2517,96
2518,125
2519,120
2520,107
2521,118
2522,100
2523,93
2524,114
2525,114
2526,121
2527,90
2528,125
2529,99
2530,120
2531,124
2532,117
2533,118
2534,118
2535,116
2536,120
2537,101
2538,113
2539,106
2540,95
2541,128
2542,98
2543,100
2544,100
2545,127
2546,116
2547,114
2548,126
2549,103
2550,95
2551,120
2552,117
2553,84
2554,107
2555,116
2556,101
2557,105
2558,115
2559,94
2560,97
2561,126
2562,105
2563,128
2564,138
2565,115
2566,98
2567,95
2568,138
2569,88
2570,104
2571,126
2572,102
2573,90
2574,120
2575,104
2576,120
2577,110
2578,87
2579,120
2580,113
2581,100
2582,110
2583,94
2584,117
2585,141
2586,108
2587,114
2588,126
2589,106
2590,120
2591,129
2592,117
2593,117
2594,105
2595,124
2596,131
2597,114
2598,109
2599,117
2600,123
2601,100
2602,123
2603,94
2604,102
2605,102
2606,121
2607,110
2608,105
2609,119
2610,127
2611,95
2612,98
2613,98
2614,112
2615,114
2616,105
2617,108
2618,109
2619,115
2620,107
2621,113
2622,125
2623,100
2624,97
2625,102
2626,131
2627,135
2628,119
2629,110
2630,116
2631,80
2632,100
2633,106
2634,135
2635,107
2636,96
2637,102
2638,93
2639,102
2640,110
2641,95
2642,112
2643,113
2644,107
2645,117
2646,94
2647,118
2648,133
2649,96
2650,89
2651,70
2652,88
2653,116
2654,137
2655,112
2656,113
2657,94
2658,104
2659,122
2660,118
2661,129
2662,132
2663,117
2664,92
2665,84
2666,117
2667,107
2668,105
2669,89
2670,126
2671,122
2672,85
2673,116
2674,103
2675,114
2676,97
2677,108
2678,119
2679,78
2680,122
2681,127
2682,100
2683,91
2684,96
2685,104
2686,136
2687,104
2688,131
2689,112
2690,95
2691,114
2692,92
2693,94
2694,84
2695,74
2696,92
2697,119
2698,87
2699,92
2700,96
2701,111
2702,123
2703,109
2704,100
2705,109
2706,89
2707,92
2708,126
2709,91
2710,101
2711,89
2712,105
2713,96
2714,92
2715,109
2716,110
2717,122
2718,88
2719,109
2720,110
2721,104
2722,123
2723,99
2724,112
2725,115
2726,86
2727,103
2728,132
2729,107
2730,111
2731,87
2732,114
2733,123
2734,106
2735,102
2736,108
2737,94
2738,92
2739,125
2740,105
2741,100
2742,118
2743,91
2744,87
2745,102
2746,100
2747,94
2748,115
2749,130
2750,130
2751,129
2752,97
2753,86
2754,84
2755,115
2756,98
2757,104
2758,126
2759,122
2760,113
2761,80
2762,101
2763,83
2764,132
2765,103
2766,116
2767,85
2768,112
2769,125
2770,98
2771,94
2772,93
2773,82
2774,91
2775,121
2776,77
2777,108
2778,112
2779,107
2780,81
2781,117
2782,105
2783,94
2784,109
2785,111
2786,95
2787,128
2788,94
2789,123
2790,95
2791,95
2792,104
2793,106
2794,94
2795,122
2796,90
2797,108
2798,97
2799,113
2800,127
2801,114
2802,89
2803,115
2804,115
2805,135
2806,122
2807,72
2808,114
2809,96
2810,108
2811,122
2812,103
2813,97
2814,91
2815,115
2816,108
2817,103
2818,103
2819,103
2820,124
2821,109
2822,115
2823,101
2824,131
2825,103
2826,109
2827,121
2828,117
2829,137
2830,117
2831,130
2832,81
2833,108
2834,88
2835,113
2836,104
2837,115
2838,95
2839,104
2840,99
2841,108
2842,116
2843,102
2844,107
2845,115
2846,99
2847,91
2848,118
2849,86
2850,107
2851,115
2852,135
2853,115
2854,109
2855,88
2856,121
2857,123
2858,133
2859,116
2860,104
2861,108
2862,102
2863,120
2864,114
2865,93
2866,96
2867,126
2868,101
2869,109
2870,136
2871,96
2872,135
2873,120
2874,119
2875,121
2876,115
2877,109
2878,107
2879,106
2880,131
2881,92
2882,116
2883,109
2884,129
2885,152
2886,129
2887,106
2888,123
2889,107
2890,130
2891,129
2892,97
2893,118
2894,124
2895,111
2896,116
2897,120
2898,118
2899,120
2900,91
2901,112
2902,116
2903,119
2904,106
2905,79
2906,107
2907,96
2908,108
2909,128
2910,107
2911,91
2912,126
2913,121
2914,106
2915,110
2916,107
2917,93
2918,114
2919,120
2920,104
2921,111
2922,126
2923,134
2924,141
2925,127
2926,124
2927,116
2928,107
2929,113
2930,125
2931,140
2932,118
2933,105
2934,138
2935,142
2936,91
2937,90
2938,109
2939,114
2940,112
2941,104
2942,115
2943,120
2944,116
2945,118
2946,92
2947,106
2948,108
2949,106
2950,114
2951,68
2952,102
2953,92
2954,99
2955,125
2956,125
2957,123
2958,97
2959,83
2960,90
2961,112
2962,131
2963,110
2964,119
2965,121
2966,127
2967,126
2968,129
2969,122
2970,121
2971,117
2972,116
2973,132
2974,140
2975,109
2976,120
2977,127
2978,126
2979,127
2980,108
2981,123
2982,129
2983,110
2984,131
2985,119
2986,102
2987,105
2988,127
2989,97
2990,133
2991,87
2992,111
2993,117
2994,98
2995,102
2996,118
2997,103
